State,Labels,Assignees,Comments,Closed_At,Created_At,Locked
closed,[],0,15,2020-07-05T02:59:25Z,2020-04-04T06:54:46Z,False
closed,[],0,1,2020-04-04T03:45:52Z,2020-04-04T03:30:26Z,False
closed,[],0,1,2020-04-04T08:00:48Z,2020-04-04T00:52:20Z,False
closed,[],0,4,2020-04-03T22:01:07Z,2020-04-03T21:57:22Z,False
closed,[],0,9,2020-04-04T05:49:05Z,2020-04-03T18:22:48Z,False
closed,[],0,5,2020-04-14T15:08:21Z,2020-04-03T18:02:39Z,False
closed,[],0,2,2020-04-02T08:39:34Z,2020-04-02T08:32:40Z,False
closed,[],0,10,2020-04-03T05:31:32Z,2020-04-02T07:58:06Z,False
closed,"[{'id': 316135913, 'node_id': 'MDU6TGFiZWwzMTYxMzU5MTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20security', 'name': 'type: security', 'color': '75c2a2', 'default': False, 'description': 'Issue relates to the security of the server.'}]",0,1,2020-04-08T10:03:16Z,2020-04-01T21:29:46Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 2295681850, 'node_id': 'MDU6TGFiZWwyMjk1NjgxODUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.15', 'name': 'version: 1.15', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.15'}]",0,2,2021-01-09T16:29:24Z,2020-04-01T07:25:52Z,False
closed,[],0,2,2020-04-01T15:50:28Z,2020-03-31T21:42:28Z,False
closed,[],0,2,2020-03-31T21:45:49Z,2020-03-31T17:31:42Z,False
closed,[],0,5,2020-04-21T03:13:55Z,2020-03-31T09:50:21Z,False
closed,[],0,2,2020-03-31T02:00:39Z,2020-03-31T01:52:21Z,False
closed,[],0,2,2020-03-30T14:03:02Z,2020-03-30T14:02:03Z,False
closed,[],0,1,2020-03-30T03:44:53Z,2020-03-30T03:41:38Z,False
closed,[],0,2,2020-03-29T20:08:08Z,2020-03-29T19:25:17Z,False
closed,[],0,2,2020-04-08T10:18:17Z,2020-03-29T01:44:14Z,False
closed,[],0,2,2020-04-01T05:35:51Z,2020-03-28T17:22:00Z,False
closed,[],0,0,2020-03-28T20:41:18Z,2020-03-28T16:07:00Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}]",0,1,2020-03-27T22:05:50Z,2020-03-27T22:04:28Z,False
closed,[],0,7,2020-04-21T06:56:07Z,2020-03-27T03:07:09Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,2,2020-12-10T03:47:23Z,2020-03-26T15:57:54Z,False
closed,[],0,4,2020-04-27T05:58:01Z,2020-03-26T02:16:49Z,False
closed,"[{'id': 2295681850, 'node_id': 'MDU6TGFiZWwyMjk1NjgxODUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.15', 'name': 'version: 1.15', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.15'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,4,2020-12-09T22:47:36Z,2020-03-25T21:17:24Z,False
closed,[],0,0,2020-03-25T19:56:19Z,2020-03-25T19:31:18Z,False
closed,[],0,2,2020-03-30T13:28:03Z,2020-03-25T18:29:02Z,False
closed,[],0,2,2020-03-25T14:59:53Z,2020-03-25T14:15:28Z,False
closed,[],0,14,2020-03-27T11:04:28Z,2020-03-24T13:11:36Z,False
closed,[],0,3,2020-03-24T15:50:49Z,2020-03-24T11:00:12Z,False
closed,[],0,14,2020-04-30T15:24:17Z,2020-03-24T10:06:28Z,False
closed,[],0,17,2020-06-11T03:43:15Z,2020-03-23T14:25:34Z,False
closed,[],0,10,2020-04-01T04:39:05Z,2020-03-23T12:18:40Z,False
closed,[],0,7,2020-03-23T19:31:47Z,2020-03-23T06:00:04Z,False
closed,[],0,4,2020-03-25T20:46:44Z,2020-03-23T03:52:56Z,False
closed,[],0,2,2020-05-18T19:38:37Z,2020-03-23T03:10:08Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,2,2020-12-10T03:47:20Z,2020-03-22T20:56:32Z,False
closed,[],0,2,2020-03-23T10:04:17Z,2020-03-22T16:15:21Z,False
closed,[],0,2,2020-03-22T15:30:19Z,2020-03-22T15:27:44Z,False
closed,[],0,0,2020-03-22T09:16:18Z,2020-03-22T09:16:08Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,40,2021-02-21T15:22:42Z,2020-03-21T21:32:40Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,4,2020-12-10T03:47:21Z,2020-03-21T18:37:18Z,False
closed,"[{'id': 2295681850, 'node_id': 'MDU6TGFiZWwyMjk1NjgxODUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.15', 'name': 'version: 1.15', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.15'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,3,2020-12-09T21:47:20Z,2020-03-21T18:35:59Z,False
closed,[],0,19,2020-07-22T06:12:30Z,2020-03-21T17:35:20Z,False
closed,[],0,1,2020-03-20T17:18:13Z,2020-03-20T17:16:24Z,False
closed,[],0,5,2020-05-16T07:51:17Z,2020-03-20T16:53:00Z,False
closed,[],0,1,2020-03-20T15:39:53Z,2020-03-20T15:38:29Z,False
closed,"[{'id': 316134956, 'node_id': 'MDU6TGFiZWwzMTYxMzQ5NTY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20cannot%20reproduce', 'name': 'resolution: cannot reproduce', 'color': 'b25a52', 'default': False, 'description': 'Paper team is unable to replicate the issue.'}]",0,4,2020-05-04T09:55:07Z,2020-03-19T18:48:32Z,False
closed,[],0,5,2020-03-23T18:02:11Z,2020-03-19T15:13:20Z,False
closed,[],0,0,2020-03-19T06:03:33Z,2020-03-19T05:46:14Z,False
closed,[],0,4,2020-03-19T12:55:04Z,2020-03-18T23:32:05Z,False
closed,"[{'id': 316134956, 'node_id': 'MDU6TGFiZWwzMTYxMzQ5NTY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20cannot%20reproduce', 'name': 'resolution: cannot reproduce', 'color': 'b25a52', 'default': False, 'description': 'Paper team is unable to replicate the issue.'}]",0,5,2020-03-18T14:10:55Z,2020-03-18T13:46:40Z,False
closed,[],0,2,2020-03-17T22:49:01Z,2020-03-17T21:05:35Z,False
closed,"[{'id': 2295681700, 'node_id': 'MDU6TGFiZWwyMjk1NjgxNzAw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.14', 'name': 'version: 1.14', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.14'}]",0,7,2020-03-17T10:29:17Z,2020-03-16T22:18:18Z,False
closed,[],0,3,2020-03-18T09:01:43Z,2020-03-16T19:03:01Z,False
closed,[],0,1,2020-03-16T07:32:30Z,2020-03-16T06:05:18Z,False
closed,[],0,4,2020-03-19T17:30:36Z,2020-03-16T01:28:58Z,False
closed,[],0,4,2020-03-15T19:13:01Z,2020-03-15T18:46:49Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,5,2020-12-10T03:47:20Z,2020-03-15T17:03:18Z,False
closed,[],0,4,2020-03-15T17:11:43Z,2020-03-15T16:45:15Z,False
closed,[],0,1,2020-03-15T16:09:33Z,2020-03-15T15:53:24Z,False
closed,[],0,3,2020-03-15T17:32:36Z,2020-03-15T13:51:22Z,False
closed,[],0,2,2020-03-18T12:15:48Z,2020-03-15T13:33:38Z,False
closed,"[{'id': 314954738, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3Mzg=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20question', 'name': 'type: question', 'color': '75c2a2', 'default': False, 'description': 'Issue represents a question and not a problem/request.'}, {'id': 372995892, 'node_id': 'MDU6TGFiZWwzNzI5OTU4OTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/plugin', 'name': 'plugin', 'color': '473e60', 'default': False, 'description': 'Issue cause relates to a plugin.'}]",0,1,2020-03-18T23:43:52Z,2020-03-15T11:26:18Z,False
closed,[],0,1,2020-03-14T19:25:09Z,2020-03-14T19:24:27Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}]",0,2,2020-03-14T19:11:06Z,2020-03-14T19:09:20Z,False
closed,[],0,4,2020-03-14T11:20:51Z,2020-03-14T03:26:12Z,False
closed,[],0,3,2020-03-14T13:39:55Z,2020-03-14T00:04:17Z,False
closed,[],0,2,2020-03-14T13:39:55Z,2020-03-13T18:19:45Z,False
closed,[],0,8,2020-03-13T08:35:02Z,2020-03-13T08:23:10Z,False
closed,[],0,0,2020-03-13T07:02:32Z,2020-03-13T00:16:57Z,False
closed,[],0,4,2020-04-03T00:03:22Z,2020-03-12T23:44:13Z,False
closed,[],0,1,2020-03-18T13:58:51Z,2020-03-12T21:09:13Z,False
closed,[],0,3,2020-03-12T17:13:31Z,2020-03-12T16:57:24Z,True
closed,[],0,11,2020-12-03T07:31:47Z,2020-03-11T16:04:08Z,False
closed,[],0,2,2020-03-11T00:02:40Z,2020-03-10T23:54:34Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,6,2020-12-09T23:47:17Z,2020-03-10T18:44:59Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,4,2021-02-04T20:50:25Z,2020-03-10T18:36:19Z,False
closed,[],0,0,2020-03-10T17:19:50Z,2020-03-10T16:59:27Z,False
closed,[],0,3,2020-03-10T10:02:54Z,2020-03-10T00:48:02Z,False
closed,"[{'id': 2295681850, 'node_id': 'MDU6TGFiZWwyMjk1NjgxODUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.15', 'name': 'version: 1.15', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.15'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,4,2020-12-09T22:47:37Z,2020-03-09T13:43:28Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,3,2020-12-10T03:47:18Z,2020-03-09T03:43:50Z,False
closed,[],0,4,2020-03-08T21:24:21Z,2020-03-08T18:44:29Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,4,2020-12-10T03:47:17Z,2020-03-07T18:15:37Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}]",0,14,2020-04-21T03:14:29Z,2020-03-06T18:35:58Z,False
closed,"[{'id': 994031530, 'node_id': 'MDU6TGFiZWw5OTQwMzE1MzA=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20performance', 'name': 'type: performance', 'color': '75c2a2', 'default': False, 'description': ''}, {'id': 2295681850, 'node_id': 'MDU6TGFiZWwyMjk1NjgxODUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.15', 'name': 'version: 1.15', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.15'}]",0,7,2020-10-26T13:46:38Z,2020-03-06T01:12:19Z,False
closed,[],0,1,2020-03-05T23:57:48Z,2020-03-05T23:48:50Z,False
closed,"[{'id': 314954734, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzQ=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20duplicate', 'name': 'resolution: duplicate', 'color': 'b25a52', 'default': False, 'description': 'Issue or Request is a copy of an existing ticket.'}]",0,6,2020-03-05T22:20:08Z,2020-03-05T22:17:54Z,False
closed,[],0,4,2020-03-05T15:17:28Z,2020-03-05T12:30:44Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}, {'id': 2187690335, 'node_id': 'MDU6TGFiZWwyMTg3NjkwMzM1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/upstream:%20vanilla', 'name': 'upstream: vanilla', 'color': 'dbf7a3', 'default': False, 'description': 'Issue exists in vanilla Minecraft.'}, {'id': 2295681850, 'node_id': 'MDU6TGFiZWwyMjk1NjgxODUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.15', 'name': 'version: 1.15', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.15'}]",0,2,2020-09-05T20:36:18Z,2020-03-05T03:27:52Z,False
closed,"[{'id': 372995892, 'node_id': 'MDU6TGFiZWwzNzI5OTU4OTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/plugin', 'name': 'plugin', 'color': '473e60', 'default': False, 'description': 'Issue cause relates to a plugin.'}]",0,4,2020-08-22T23:23:02Z,2020-03-04T15:29:28Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,4,2020-12-10T03:47:16Z,2020-03-03T12:31:24Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}]",0,4,2020-03-03T03:22:58Z,2020-03-03T03:18:58Z,False
closed,[],0,12,2020-03-07T11:40:53Z,2020-03-03T01:39:19Z,False
closed,[],0,7,2020-03-05T08:35:54Z,2020-03-02T22:15:18Z,False
closed,[],0,0,2020-03-02T20:55:32Z,2020-03-01T22:02:07Z,False
closed,[],0,1,2020-03-02T20:55:33Z,2020-03-01T20:53:03Z,False
closed,[],0,4,2020-03-01T17:23:16Z,2020-03-01T17:22:26Z,False
closed,[],0,4,2020-03-02T20:08:50Z,2020-03-01T17:13:31Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 1449247003, 'node_id': 'MDU6TGFiZWwxNDQ5MjQ3MDAz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20rebase%20required', 'name': 'status: rebase required', 'color': 'ffcbaa', 'default': False, 'description': ''}]",0,5,2020-09-15T16:02:37Z,2020-03-01T05:56:50Z,False
closed,[],0,1,2020-02-27T19:23:59Z,2020-02-27T19:16:28Z,False
closed,[],0,3,2020-02-27T08:42:48Z,2020-02-27T00:17:10Z,False
closed,[],0,8,2020-03-10T15:24:40Z,2020-02-26T18:18:41Z,False
closed,[],0,2,2020-02-27T08:42:50Z,2020-02-25T23:21:33Z,False
closed,[],0,2,2020-02-25T18:42:52Z,2020-02-25T15:39:32Z,False
closed,[],0,1,2020-02-25T13:30:05Z,2020-02-25T10:52:41Z,False
closed,"[{'id': 316134956, 'node_id': 'MDU6TGFiZWwzMTYxMzQ5NTY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20cannot%20reproduce', 'name': 'resolution: cannot reproduce', 'color': 'b25a52', 'default': False, 'description': 'Paper team is unable to replicate the issue.'}]",0,3,2020-02-25T10:53:05Z,2020-02-24T20:27:32Z,False
closed,[],0,1,2020-02-24T18:27:25Z,2020-02-24T18:20:26Z,False
closed,"[{'id': 372995892, 'node_id': 'MDU6TGFiZWwzNzI5OTU4OTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/plugin', 'name': 'plugin', 'color': '473e60', 'default': False, 'description': 'Issue cause relates to a plugin.'}]",0,4,2020-02-24T14:03:01Z,2020-02-24T13:10:12Z,False
closed,[],0,6,2020-02-23T18:20:13Z,2020-02-23T18:19:34Z,False
closed,[],0,1,2020-02-23T18:31:47Z,2020-02-23T18:18:48Z,False
closed,[],0,6,2020-03-27T04:10:52Z,2020-02-23T09:39:23Z,True
closed,[],0,6,2020-02-23T17:22:21Z,2020-02-23T06:26:00Z,False
closed,[],0,3,2020-02-23T04:32:58Z,2020-02-23T02:38:13Z,False
closed,[],0,3,2020-02-22T05:42:58Z,2020-02-21T23:11:33Z,False
closed,[],0,3,2020-02-20T08:57:48Z,2020-02-20T08:55:26Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}]",0,3,2020-02-20T08:36:57Z,2020-02-20T02:35:34Z,False
closed,[],0,4,2020-02-22T15:12:58Z,2020-02-19T17:21:48Z,False
closed,[],0,4,2020-02-19T15:51:25Z,2020-02-19T07:15:50Z,False
closed,[],0,1,2020-02-22T15:46:30Z,2020-02-19T06:28:58Z,False
closed,[],0,2,2020-02-22T15:22:56Z,2020-02-19T02:07:44Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}]",0,1,2020-02-18T16:01:49Z,2020-02-18T16:00:24Z,False
closed,[],0,0,2020-02-19T03:51:52Z,2020-02-17T22:01:40Z,False
closed,"[{'id': 957113038, 'node_id': 'MDU6TGFiZWw5NTcxMTMwMzg=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20manually%20merged', 'name': 'resolution: manually merged', 'color': 'b25a52', 'default': False, 'description': 'Pull request has been manually merged.'}]",0,42,2020-03-31T03:23:10Z,2020-02-17T04:47:46Z,False
closed,[],0,10,2020-02-19T03:51:54Z,2020-02-16T21:08:04Z,False
closed,[],0,0,2020-02-22T15:30:56Z,2020-02-15T22:18:40Z,False
closed,[],0,1,2020-02-15T19:33:48Z,2020-02-15T19:30:40Z,False
closed,[],0,1,2020-02-19T19:23:17Z,2020-02-15T17:35:00Z,False
closed,[],0,1,2020-02-15T15:54:36Z,2020-02-15T15:36:22Z,False
closed,[],0,2,2020-02-22T15:43:54Z,2020-02-15T15:20:26Z,False
closed,[],0,8,2020-02-15T00:56:18Z,2020-02-15T00:00:58Z,False
closed,"[{'id': 994031530, 'node_id': 'MDU6TGFiZWw5OTQwMzE1MzA=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20performance', 'name': 'type: performance', 'color': '75c2a2', 'default': False, 'description': ''}, {'id': 1449247003, 'node_id': 'MDU6TGFiZWwxNDQ5MjQ3MDAz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20rebase%20required', 'name': 'status: rebase required', 'color': 'ffcbaa', 'default': False, 'description': ''}]",0,1,2021-01-23T12:15:57Z,2020-02-14T19:49:33Z,False
closed,[],0,8,2020-02-14T17:25:28Z,2020-02-14T17:12:06Z,True
closed,[],1,3,2020-02-21T18:48:27Z,2020-02-14T16:24:42Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,34,2020-12-10T09:46:51Z,2020-02-14T14:04:20Z,False
closed,[],0,16,2020-04-08T10:43:10Z,2020-02-14T11:49:53Z,False
closed,[],0,3,2020-03-18T12:17:29Z,2020-02-14T10:04:23Z,False
closed,[],0,5,2020-02-14T05:39:47Z,2020-02-14T05:30:22Z,False
closed,[],0,1,2020-02-14T02:12:50Z,2020-02-14T02:09:56Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 1449247003, 'node_id': 'MDU6TGFiZWwxNDQ5MjQ3MDAz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20rebase%20required', 'name': 'status: rebase required', 'color': 'ffcbaa', 'default': False, 'description': ''}]",0,9,2022-10-22T19:09:22Z,2020-02-13T14:21:49Z,False
closed,[],0,1,2020-02-22T15:03:21Z,2020-02-12T22:29:21Z,False
closed,[],0,5,2020-02-12T15:56:19Z,2020-02-12T15:54:58Z,False
closed,[],0,1,2020-02-12T06:10:54Z,2020-02-12T06:09:19Z,False
closed,"[{'id': 314954734, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzQ=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20duplicate', 'name': 'resolution: duplicate', 'color': 'b25a52', 'default': False, 'description': 'Issue or Request is a copy of an existing ticket.'}]",0,1,2020-02-12T05:44:32Z,2020-02-12T04:50:52Z,False
closed,[],0,2,2020-02-12T00:33:10Z,2020-02-12T00:17:20Z,False
closed,[],0,3,2020-03-03T00:20:54Z,2020-02-11T22:23:11Z,False
closed,[],0,1,2020-02-10T22:13:17Z,2020-02-10T21:56:05Z,False
closed,[],0,2,2020-02-10T21:30:25Z,2020-02-10T21:29:59Z,False
closed,[],0,1,2020-02-10T16:07:00Z,2020-02-10T15:50:34Z,False
closed,[],0,17,2020-02-29T18:10:42Z,2020-02-10T09:49:25Z,False
closed,[],1,2,2020-02-11T04:36:10Z,2020-02-10T05:35:19Z,False
closed,"[{'id': 316135766, 'node_id': 'MDU6TGFiZWwzMTYxMzU3NjY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20incomplete', 'name': 'resolution: incomplete', 'color': 'b25a52', 'default': False, 'description': 'Issue needs more information to be investigated/resolved.'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,4,2020-12-10T03:47:15Z,2020-02-09T21:30:53Z,False
closed,[],0,1,2020-02-09T18:32:51Z,2020-02-09T09:51:44Z,False
closed,[],0,13,2020-10-16T21:08:34Z,2020-02-09T00:00:22Z,False
closed,[],0,6,2020-02-08T18:29:22Z,2020-02-08T17:09:53Z,False
closed,[],1,11,2020-04-09T06:51:45Z,2020-02-07T21:38:34Z,False
closed,[],0,23,2020-02-19T01:42:06Z,2020-02-07T20:38:13Z,False
closed,[],0,4,2020-02-25T21:49:32Z,2020-02-07T19:42:44Z,False
closed,[],1,7,2020-02-09T00:10:23Z,2020-02-07T10:54:13Z,False
closed,[],0,1,2020-02-06T16:11:53Z,2020-02-06T16:09:39Z,False
closed,[],0,1,2020-02-05T19:28:03Z,2020-02-05T19:20:58Z,False
closed,[],0,4,2020-02-05T15:29:20Z,2020-02-05T05:54:01Z,False
closed,[],0,2,2020-02-04T20:06:57Z,2020-02-04T19:44:35Z,False
closed,"[{'id': 314954734, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzQ=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20duplicate', 'name': 'resolution: duplicate', 'color': 'b25a52', 'default': False, 'description': 'Issue or Request is a copy of an existing ticket.'}]",0,2,2020-02-09T01:09:54Z,2020-02-03T08:52:43Z,False
closed,"[{'id': 316135766, 'node_id': 'MDU6TGFiZWwzMTYxMzU3NjY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20incomplete', 'name': 'resolution: incomplete', 'color': 'b25a52', 'default': False, 'description': 'Issue needs more information to be investigated/resolved.'}]",0,4,2020-02-29T23:59:00Z,2020-02-02T16:14:52Z,False
closed,[],0,4,2020-02-19T04:52:19Z,2020-02-02T10:07:53Z,False
closed,[],0,0,2020-03-21T17:12:47Z,2020-02-02T09:44:45Z,False
closed,[],0,2,2020-03-21T17:12:20Z,2020-02-02T09:36:51Z,False
